Variable,Unit,Country,Year,Value,Flags
"Measles","% of children immunised","Japan","2007",96,
"Measles","% of children immunised","Japan","2008",95,
"Measles","% of children immunised","Japan","2009",94,
"Measles","% of children immunised","Japan","2010",94,
"Measles","% of children immunised","Japan","2011",94,
"Measles","% of children immunised","Japan","2012",96,
"Influenza","% of population aged 65 years and over","Japan","2001",28,
"Influenza","% of population aged 65 years and over","Japan","2002",35,
"Influenza","% of population aged 65 years and over","Japan","2003",43,
"Influenza","% of population aged 65 years and over","Japan","2004",48,
"Influenza","% of population aged 65 years and over","Japan","2005",49,
"Influenza","% of population aged 65 years and over","Japan","2006",48,
"Influenza","% of population aged 65 years and over","Japan","2007",53,
"Influenza","% of population aged 65 years and over","Japan","2008",56,
"Influenza","% of population aged 65 years and over","Japan","2009",50,
"Influenza","% of population aged 65 years and over","Japan","2010",53,
"Influenza","% of population aged 65 years and over","Japan","2011",52,
"Influenza","% of population aged 65 years and over","Japan","2012",50,
"Hepatitis B","% of children immunised","Korea","1995",99,
"Hepatitis B","% of children immunised","Korea","1996",93,
"Hepatitis B","% of children immunised","Korea","1997",88,
"Hepatitis B","% of children immunised","Korea","1998",82,
"Hepatitis B","% of children immunised","Korea","1999",88,
"Hepatitis B","% of children immunised","Korea","2000",93,
"Hepatitis B","% of children immunised","Korea","2001",89,
"Hepatitis B","% of children immunised","Korea","2002",92,
"Hepatitis B","% of children immunised","Korea","2003",91,
"Hepatitis B","% of children immunised","Korea","2004",92,
"Hepatitis B","% of children immunised","Korea","2005",99,
"Hepatitis B","% of children immunised","Korea","2006",99,
"Hepatitis B","% of children immunised","Korea","2007",91,
"Hepatitis B","% of children immunised","Korea","2008",94,
"Hepatitis B","% of children immunised","Korea","2009",94,
"Hepatitis B","% of children immunised","Korea","2010",94,
"Hepatitis B","% of children immunised","Korea","2011",99,
"Hepatitis B","% of children immunised","Korea","2012",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1981",61,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1982",61,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1983",69,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1984",76,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1985",76,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1986",76,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1987",57,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1988",58,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1989",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1990",74,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1991",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1992",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1993",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1994",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1995",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1996",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1997",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1998",74,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","1999",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2000",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2001",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2002",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2003",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2004",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2005",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2006",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2007",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2008",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2009",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2010",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Korea","2012",99,
"Measles","% of children immunised","Korea","1980",4,
"Measles","% of children immunised","Korea","1981",5,
"Measles","% of children immunised","Korea","1982",5,
"Measles","% of children immunised","Korea","1983",33,
"Measles","% of children immunised","Korea","1984",61,
"Measles","% of children immunised","Korea","1985",89,
"Measles","% of children immunised","Korea","1986",89,
"Measles","% of children immunised","Korea","1987",82,
"Measles","% of children immunised","Korea","1988",70,
"Measles","% of children immunised","Korea","1989",95,
"Measles","% of children immunised","Korea","1990",93,
"Measles","% of children immunised","Korea","1991",93,
"Measles","% of children immunised","Korea","1992",93,
"Measles","% of children immunised","Korea","1993",92,
"Measles","% of children immunised","Korea","1994",92,
"Measles","% of children immunised","Korea","1995",93,
"Measles","% of children immunised","Korea","1996",89,
"Measles","% of children immunised","Korea","1997",85,
"Measles","% of children immunised","Korea","1998",85,
"Measles","% of children immunised","Korea","1999",90,
"Measles","% of children immunised","Korea","2000",95,
"Measles","% of children immunised","Korea","2001",96,
"Measles","% of children immunised","Korea","2002",97,
"Measles","% of children immunised","Korea","2003",96,
"Measles","% of children immunised","Korea","2004",99,
"Measles","% of children immunised","Korea","2005",99,
"Measles","% of children immunised","Korea","2006",99,
"Measles","% of children immunised","Korea","2007",92,
"Measles","% of children immunised","Korea","2008",92,
"Measles","% of children immunised","Korea","2009",93,
"Measles","% of children immunised","Korea","2010",98,
"Measles","% of children immunised","Korea","2011",99,
"Measles","% of children immunised","Korea","2012",99,
"Influenza","% of population aged 65 years and over","Korea","2004",75.7,
"Influenza","% of population aged 65 years and over","Korea","2005",77.3,
"Influenza","% of population aged 65 years and over","Korea","2007",70.2,
"Influenza","% of population aged 65 years and over","Korea","2008",73.6,
"Influenza","% of population aged 65 years and over","Korea","2009",74.3,
"Influenza","% of population aged 65 years and over","Korea","2010",77.1,
"Influenza","% of population aged 65 years and over","Korea","2011",79.6,
"Influenza","% of population aged 65 years and over","Korea","2012",77.4,
"Hepatitis B","% of children immunised","Luxembourg","1997",49,
"Hepatitis B","% of children immunised","Luxembourg","1998",49,
"Hepatitis B","% of children immunised","Luxembourg","1999",49,
"Hepatitis B","% of children immunised","Luxembourg","2000",49,
"Hepatitis B","% of children immunised","Luxembourg","2001",49,
"Hepatitis B","% of children immunised","Luxembourg","2002",49,
"Hepatitis B","% of children immunised","Luxembourg","2003",49,
"Hepatitis B","% of children immunised","Luxembourg","2004",94,
"Hepatitis B","% of children immunised","Luxembourg","2005",95,
"Hepatitis B","% of children immunised","Luxembourg","2006",91,
"Hepatitis B","% of children immunised","Luxembourg","2007",87,
"Hepatitis B","% of children immunised","Luxembourg","2008",94,
"Hepatitis B","% of children immunised","Luxembourg","2009",95,
"Hepatitis B","% of children immunised","Luxembourg","2010",94,
"Hepatitis B","% of children immunised","Luxembourg","2011",95,
"Hepatitis B","% of children immunised","Luxembourg","2012",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1983",75,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1984",68,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1985",77,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1986",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1987",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1988",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1989",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1990",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1991",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1992",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1993",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1994",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1995",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1996",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1997",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1998",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","1999",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2000",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2001",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2002",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2003",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2004",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2005",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2006",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2007",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2008",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2009",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2010",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Luxembourg","2012",99,
"Measles","% of children immunised","Luxembourg","1983",39,
"Measles","% of children immunised","Luxembourg","1984",49,
"Measles","% of children immunised","Luxembourg","1985",58,
"Measles","% of children immunised","Luxembourg","1986",68,
"Measles","% of children immunised","Luxembourg","1987",77,
"Measles","% of children immunised","Luxembourg","1988",71,
"Measles","% of children immunised","Luxembourg","1989",80,
"Measles","% of children immunised","Luxembourg","1990",80,
"Measles","% of children immunised","Luxembourg","1991",80,
"Measles","% of children immunised","Luxembourg","1992",80,
"Measles","% of children immunised","Luxembourg","1993",83,
"Measles","% of children immunised","Luxembourg","1994",86,
"Measles","% of children immunised","Luxembourg","1995",88,
"Measles","% of children immunised","Luxembourg","1996",91,
"Measles","% of children immunised","Luxembourg","1997",91,
"Measles","% of children immunised","Luxembourg","1998",91,
"Measles","% of children immunised","Luxembourg","1999",91,
"Measles","% of children immunised","Luxembourg","2000",91,
"Measles","% of children immunised","Luxembourg","2001",91,
"Measles","% of children immunised","Luxembourg","2002",91,
"Measles","% of children immunised","Luxembourg","2003",91,
"Measles","% of children immunised","Luxembourg","2004",93,
"Measles","% of children immunised","Luxembourg","2005",95,
"Measles","% of children immunised","Luxembourg","2006",96,
"Measles","% of children immunised","Luxembourg","2007",96,
"Measles","% of children immunised","Luxembourg","2008",96,
"Measles","% of children immunised","Luxembourg","2009",96,
"Measles","% of children immunised","Luxembourg","2010",96,
"Measles","% of children immunised","Luxembourg","2011",96,
"Measles","% of children immunised","Luxembourg","2012",96,
"Influenza","% of population aged 65 years and over","Luxembourg","2001",42.8,
"Influenza","% of population aged 65 years and over","Luxembourg","2002",46,
"Influenza","% of population aged 65 years and over","Luxembourg","2003",49.1,
"Influenza","% of population aged 65 years and over","Luxembourg","2004",51,
"Influenza","% of population aged 65 years and over","Luxembourg","2005",54.3,
"Influenza","% of population aged 65 years and over","Luxembourg","2006",51.3,
"Influenza","% of population aged 65 years and over","Luxembourg","2007",53,
"Influenza","% of population aged 65 years and over","Luxembourg","2008",53.7,
